工程名称,建设单位,施工单位,备案编号,备案部门,备案日期
溪水花园10区3#住宅楼等19项,北京市潮云房地产开发有限公司,北京宾阳建筑工程有限公司,0584密竣2016(建)0020号,密云县住房城乡建设委,2016/7/19
石景山区京原路公共租赁住房项目（施工）,北京北控置业有限责任公司,北京建工集团有限责任公司,0583石竣2016(建)0015号,石景山区住房城乡建设委,2016/7/19
综合楼（清华大学苏世民书院(Schwarzman全球学者项目)）,清华大学,中建一局集团建设发展有限公司,0582海竣2016(建)0070号,海淀区住房城乡建设委,2016/7/19
太阳宫新区D区规划四号路和太阳宫北一街市政工程,北京太阳宫房地产开发有限公司,中外建华诚城市建设有限公司,0154朝竣2016(市政)0101号,朝阳区住房城乡建设委,2016/7/19
C1地块12#住宅楼等4项(海淀区西北旺C1地块居住项目）,北京万湖房地产开发有限公司,鹏达建设集团有限公司,0581海竣2016(建)0069号,海淀区住房城乡建设委,2016/7/18
国土资源部海淀区西王庄小区15、17、19号楼综合整治项目,中华人民共和国国土资源部,河北建设集团有限公司,0110海竣2016(装)0068号,海淀区住房城乡建设委,2016/7/18
办公生产场所维修工程,国网冀北电力有限公司,北京城建亚泰建设集团有限公司,0109海竣2016(装)0067号,海淀区住房城乡建设委,2016/7/18
1#教学楼等20项、13#锅炉房及制冷站（河西区X78地块中学工程项目）,北京经济技术投资开发总公司,北京天恒建设工程有限公司,0580经竣2016(建)0066号,经济技术开发区建设局,2016/7/15
1#厂房及附属用房等2项（研发厂房及附属设施项目）,北京长城华冠汽车技术开发有限公司,北京天源建筑工程有限责任公司,0579顺竣2016(建)0047号,顺义区住房城乡建设委,2016/7/15
1#科研楼等5项（北京联动原创科技有限公司生产科研楼）,北京联动原创科技有限公司,中国建筑一局(集团)有限公司,0578海竣2016(建)0066号,海淀区住房城乡建设委,2016/7/15
办公用房装修工程,北京东方置地投资发展有限公司,北京房修一建筑工程有限公司,0108东竣2016(装)0038号,东城区住房城市建设委,2016/7/15
北京通州运河核心区市政配套工程新华大街（新华南北路－北运河西滨河路）道路、给水、排水、再生水、电信工程,北京新奥通城房地产开发有限公司,北京市宏达建设工程有限责任公司,0153市竣2016(市政)0112号,市住房城乡建设委,2016/7/15
配餐楼(配餐楼),中国新华航空集团有限公司,中铁建设集团有限公司,0577市竣2016(建)0111号,市住房城乡建设委,2016/7/15
B-1#住宅楼（限价商品房）等10项（房山区房山新城良乡组团10-01-08等地块（理工大学2号地）二类居住用地项目）（B-4#住宅楼、B-5#住宅楼、B区地下车库II段）,北京城建兴泰房地产开发有限公司,北京城建北方建设有限责任公司,0576房竣2016(建)0058号,房山区住房城乡建设委,2016/7/13
B-1#住宅楼（限价商品房）等10项（房山区房山新城良乡组团10-01-08等地块（理工大学2号地）二类居住用地项目）（B-4#住宅楼、B-5#住宅楼、B区地下车库II段）,北京城建兴泰房地产开发有限公司,北京城建北方建设有限责任公司,0575房竣2016(建)0057号,房山区住房城乡建设委,2016/7/13
B-1#住宅楼（限价商品房）等10项（房山区房山新城良乡组团10-01-08等地块（理工大学2号地）二类居住用地项目）（B-1#住宅楼、B-2#住宅楼、B-3#住宅楼、B区地下车库I段）,北京城建兴泰房地产开发有限公司,北京城建一建设发展有限公司,0574房竣2016(建)0056号,房山区住房城乡建设委,2016/7/13
B-1#住宅楼（限价商品房）等10项（房山区房山新城良乡组团10-01-08等地块（理工大学2号地）二类居住用地项目）（B-1#住宅楼、B-2#住宅楼、B-3#住宅楼、B区地下车库I段）,北京城建兴泰房地产开发有限公司,北京城建一建设发展有限公司,0573房竣2016(建)0055号,房山区住房城乡建设委,2016/7/13
B-1#住宅楼（限价商品房）等10项（房山区房山新城良乡组团10-01-08等地块（理工大学2号地）二类居住用地项目）（B-6#配套商业楼、B-7#配套商业楼）,北京城建兴泰房地产开发有限公司,北京城建北方建设有限责任公司,0572房竣2016(建)0054号,房山区住房城乡建设委,2016/7/13
B-1#住宅楼（限价商品房）等10项（B-8#开闭站）、幼儿园等3项（房山区房山新城良乡组团10-01-08等地块（理工大学2号地）二类居住用地项目）,北京城建兴泰房地产开发有限公司,北京城建北方建设有限责任公司,0571房竣2016(建)0053号,房山区住房城乡建设委,2016/7/13
上水管线消隐工程35条（东城区台基厂大街等21条上水管线消隐工程）朝阳区段,北京市自来水集团有限责任公司管网管理分公司,北京市自来水集团禹通市政工程有限公司,0152市竣2016(市政)0110号,市住房城乡建设委,2016/7/13
上水管线消隐工程35条（东城区台基厂大街等21条上水管线消隐工程）西城区段,北京市自来水集团有限责任公司管网管理分公司,北京市自来水集团禹通市政工程有限公司,0151市竣2016(市政)0109号,市住房城乡建设委,2016/7/13
国家食品药品监督管理总局海淀南路17号楼、皂君东里22号楼综合整治项目,国家食品药品监督管理总局,中航天建设工程有限公司,0107海竣2016(装)0065号,海淀区住房城乡建设委,2016/7/12
崇文区消防支队及龙潭湖消防站,北京市公安局消防局,中建城市建设发展有限公司,0570东竣2016(建)0037号,东城区住房城市建设委,2016/7/12
4-2#住宅楼等3项（朝阳区东风家园五区项目）,北京星火房地产开发有限责任公司,中国建筑一局(集团)有限公司,0569朝竣2016(建)0100号,朝阳区住房城乡建设委,2016/7/12
朝阳区东风绿隔第六宗地4-4#住宅楼、朝阳区东风绿隔第六宗地配套公建1,北京星火房地产开发有限责任公司,中国建筑一局（集团）有限公司,0568朝竣2016(建)0099号,朝阳区住房城乡建设委,2016/7/12
朝阳区东风绿隔第六宗地4#-1地下车库,北京星火房地产开发有限责任公司,中国建筑一局(集团)有限公司,0567朝竣2016(建)0098号,朝阳区住房城乡建设委,2016/7/12
1#配套服务楼等20项,北京京安富达商贸有限责任公司,中铁建设集团有限公司,0566昌竣2016(建)0052号,昌平区住房城乡建设委,2016/7/12
公安部第一研究所幼儿园（公安部第一研究所幼儿园）,公安部第一研究所,北京市朝阳田华建筑集团公司,0565海竣2016(建)0064号,海淀区住房城乡建设委,2016/7/8
还建住宅等4项,北京地铁九号线投资有限责任公司（新华通讯社机关事务管理局）,中铁十四局集团有限公司,0564海竣2016(建)0063号,海淀区住房城乡建设委,2016/7/8
03-04-01地块商业综合楼（还建）（房山区长阳镇居住、商业（长阳西站1、2号地）项目）,北京首创奥特莱斯房山置业有限公司,保定建业集团有限公司,0563房竣2016(建)0052号,房山区住房城乡建设委,2016/7/8
SA-1院住宅(SC01地块)（玉河历史文化保护区保护修缮项目）,北京东方康泰房地产开发经营有限责任公司,南通启益建设集团有限公司,0562东竣2016(建)0036号,东城区住房城市建设委,2016/7/7
1-04号住宅楼地下部分、地上部分（朝阳区豆各庄一号地块东城区旧城保护定向安置房项目）,北京市东城区住宅发展中心,北京东兴建设有限责任公司,0561东竣2016(建)0035号,东城区住房城市建设委,2016/7/5
2#地下车库（豆各庄一号地块东城区旧城保护定向安置房）,北京市东城区住宅发展中心,中铁电气化局集团北京建筑工程有限公司,0560东竣2016(建)0034号,东城区住房城市建设委,2016/7/5
燕都世界名园57#住宅楼等7项(燕都世界名园57#、58#、59#、60#住宅楼),北京汇金投资集团有限公司、北京汇金房地产开发有限公司,北京华厦恒建设集团有限公司,0559房竣2016(建)0051号,房山区住房城乡建设委,2016/7/5
生物成像研究中心等2项（生物成像研究中心）,中国科学院生物物理研究所,河北建设集团有限公司,0558朝竣2016(建)0097号,朝阳区住房城乡建设委,2016/7/5
新建生产厂房（金日新事业生产厂房）,北京金日新事业技术有限公司,北京华林建业市政建筑工程有限公司,0557大竣2016(建)0066号,大兴区住房城乡建设委,2016/7/5
大兴区黄村镇四街、五街、六街村大市政双河北路等9条路道路、排水、给水、中水、燃气、电力土建工程,北京京创投资有限公司,华北铁建建设有限公司,0150大竣2016(市政)0065号,大兴区住房城乡建设委,2016/7/5
电力管线,北京正光房地产开发有限公司,北京同盛安电力工程有限公司,0149西竣2016(市政)0044号,西城区住房城市建设委,2016/7/5
试验楼等2项（综合楼及二期车间建设）,郑州市中原泡打粉厂,北京坤盛腾达建筑工程有限公司,0556房竣2016(建)0050号,房山区住房城乡建设委,2016/7/5
2#公租房等8项（门头沟区黑山地区居住、托幼用地（配建公共租赁住房）项目）（4#住宅楼、5#住宅楼、1#配套公建、3#配套公建、3#车库）一标段,北京昊泰房地产开发有限公司,北京矿建建设集团有限公司,0555门竣2016(建)0022号,门头沟区住房城乡建设委,2016/7/4
6#住宅楼等5项、12#楼幼儿园等2项,北京昊泰房地产开发有限公司,北京京西建设集团有限责任公司,0554门竣2016(建)0021号,门头沟区住房城乡建设委,2016/7/4
15#住宅楼、10#、11#、14#住宅楼、1#车库与9#、16#居住公共服务设施楼,北京昊泰房地产开发有限公司,黑龙江省建工集团有限责任公司,0553门竣2016(建)0020号,门头沟区住房城乡建设委,2016/7/4
13#住宅楼等5项（大兴区孙村组团三期B-07地块二类居住用地项目）,北京金水兴业房地产开发有限公司,北京城建远东建设投资集团有限公司,0552大竣2016(建)0064号,大兴区住房城乡建设委,2016/7/4
1#住宅楼等15项（大兴区孙村组团三期B-07地块二类居住用地项目）,北京金水兴业房地产开发有限公司,中建一局集团第五建筑有限公司,0551大竣2016(建)0063号,大兴区住房城乡建设委,2016/7/4
6A#办公楼（综合服务设施项目（国锐广场））,北京国锐房地产开发有限公司,北京建工长竹建设工程有限公司,0550经竣2016(建)0065号,经济技术开发区建设局,2016/7/4
丰台区卢沟桥乡居住（配建公共租赁住房）项目2-7#住宅楼,北京嘉源京大房地产开发有限公司,中铁建设集团有限公司,0549丰竣2016(建)0041号,丰台区住房城乡建设委,2016/7/1
2-01#员工宿舍等16项（北京中科创新置业有限公司中科创新园项目）,北京中科创新置业有限公司,北京城建二建设工程有限公司,0548昌竣2016(建)0051号,昌平区住房城乡建设委,2016/7/1
中国科学院北京超级云计算和国家重要信息化基础平台建设项目（二期）,中国科学院计算机网络信息中心,中航建设集团有限公司,0106怀竣2016(装)0018号,怀柔区住房城乡建设委,2016/6/30
2#住宅楼等10项（昌平区常兴庄组团北部地区B地块居住项目）,北京金科纳帕置业有限公司,中国建筑第二工程局有限公司,0547昌竣2016(建)0050号,昌平区住房城乡建设委,2016/6/30
B1#住宅楼等17项（顺义区新城第19街区19-83-1、19-83-2、19-91地块二类居住用地、商业金融用地（配建限价商品房）（福环东侧）项目）B9#住宅楼、B10#住宅楼、B11#住宅楼、B12#住宅楼、B13#住宅楼、B14#住宅楼、B15#住宅楼,北京金地惠远房地产开发有限公司,北京城建远东建设投资集团有限公司,0546顺竣2016(建)0046号,顺义区住房城乡建设委,2016/6/30
G1#办公楼等3项（顺义区新城第19街区19-83-1、19-83-2、19-91地块二类居住用地、商业金融用地（配建限价商品房）（福环东侧）项目）,北京金地惠远房地产开发有限公司,中建一局集团第五建筑有限公司,0545顺竣2016(建)0045号,顺义区住房城乡建设委,2016/6/30
