工程名称,建设单位,施工单位,备案编号,备案部门,备案日期
01-0061地块B-1#住宅楼等11项（房山区窦店镇（沁园春景二期）（配建回迁安置房）居住项目）（B-2#住宅楼、B-7#住宅楼、B-9#住宅楼、B-15#住宅楼、B-17#住宅楼、4#地下车库）,北京城建和泰房地产开发有限责任公司,北京城建建设工程有限公司,0625房竣2015(建)0056号,房山区住房城乡建设委,2015/8/14
亮马饭店10-13层客房翻新工程,北京亮马河大厦有限公司,北京丽贝亚建筑装饰工程有限公司,0151朝竣2015(装)0138号,朝阳区住房城乡建设委,2015/8/14
研发中心2#楼地上部分等6项,北京中关村电子城建设有限公司,北京市朝阳田华建筑集团公司,0624朝竣2015(建)0137号,朝阳区住房城乡建设委,2015/8/14
厂房等3项,北京虹雨兴旺物资有限公司,湖南省建筑工程集团总公司,0623经竣2015(建)0043号,经济技术开发区建设局,2015/8/14
通州区台湖镇居住用地、托幼用地及公建混合用地（配建“公共租赁住房”）项目A3-5#住宅楼等25项（通州区台湖镇居住用地、托幼用地及公建混合用地（配建“公共租赁住房”）项目）（A7-1#住宅楼、A7-2#住宅楼、A7-3#住宅楼、A7-4#住宅楼、A9-1#住宅楼、A9-2#住宅楼、2#地下车库（II段）、3#地下车库（II段））,北京硕日新宇投资有限公司,宿迁华夏基业建筑工程有限公司,0622通竣2015(建)0071号,通州区住房城乡建设委,2015/8/13
通州区台湖镇居住用地、托幼用地及公建混合用地（配建“公共租赁住房”）项目A3-5#住宅楼等25项（A4-1至-4#住宅楼、A3-6#配套公建楼、2#地下车库（Ⅰ段））、A3-1#办公楼等4项（1#地下车库）,北京硕日新宇投资有限公司,宿迁华夏基业建筑工程有限公司,0621通竣2015(建)0070号,通州区住房城乡建设委,2015/8/13
通州区台湖镇居住用地、托幼用地及公建混合用地（配建“公共租赁住房”）项目A3-5#住宅楼等25项(A3-4#配套公建楼、A3-7#配套公建楼、A3-8#配套公建楼、A3-5#住宅楼、A5-1#住宅楼、A5-2#住宅楼、A5-3#住宅楼、A5-4#住宅楼、A9-3#住宅楼、3#地下车库（Ⅰ段）、A8#幼儿园),北京硕日新宇投资有限公司,宿迁华夏基业建筑工程有限公司,0620通竣2015(建)0069号,通州区住房城乡建设委,2015/8/13
分拣用房等3项（华北运转中心仓储物流及附属设施用房二期项目）,圆通速递（北京）有限公司,中国建筑一局(集团)有限公司,0619顺竣2015(建)0068号,顺义区住房城乡建设委,2015/8/13
1#楼等3项（房山区良乡镇17-01-03、17-01-04地块C2商业金融用地项目）,北京旭科置业有限公司,中兴建设有限公司,0618房竣2015(建)0055号,房山区住房城乡建设委,2015/8/13
教学行政楼等4项（大兴区三合庄学校建设工程）,北京市大兴区教育委员会,北京天恒建设工程有限公司,0617大竣2015(建)0073号,大兴区住房城乡建设委,2015/8/13
73#住宅楼等2项、57#住宅楼等7项、58#住宅楼等14项、幼儿园（雁栖人家（顶秀美泉小镇）项目）,北京顶秀置业有限公司,北京城建北方建设有限责任公司,0616怀竣2015(建)0019号,怀柔区住房城乡建设委,2015/8/13
怀柔电装中心生产厂房改造项目,北京航天光华电子技术有限公司,中城建第五工程局有限公司,0615怀竣2015(建)0018号,怀柔区住房城乡建设委,2015/8/13
通州区梨园镇0802-168地块F1住宅混合公建用地、0802-166地块C2商业金融用地、0802-164地块S31机动车停车场库用地（配建限价商品住房、经济适用房）项目168地块1#商业楼等7项,北京华和房地产开发有限公司,中太建设集团股份有限公司,0614通竣2015(建)0068号,通州区住房城乡建设委,2015/8/13
6#住宅楼（限价商品房）等3项、7#住宅楼（经济适用房）等3项（通州区梨园镇0802-168地块F1住宅混合公建用地、0802-166地块C2商业金融用地、0802-164地块S31机动车停车场库用地（配套限价商品住房、经济适用房）项目）,北京华和房地产开发有限公司,中太建设集团股份有限公司,0613通竣2015(建)0067号,通州区住房城乡建设委,2015/8/13
3-1-2#厂房等36项,北京兰格加华置业有限公司,青建集团股份公司,0612通竣2015(建)0066号,通州区住房城乡建设委,2015/8/12
5-6#厂房等22项（北京兰格加华产业园工业厂房及配套设施项目）3-1-1#厂房、3-2#厂房,北京兰格加华置业有限公司,北京通州次渠建筑集团有限公司,0611通竣2015(建)0065号,通州区住房城乡建设委,2015/8/12
帅府小区二期项目2#住宅楼等10项（帅府小区二期）,北京通州房地产开发有限责任公司,北京中关村开发建设股份有限公司,0610通竣2015(建)0064号,通州区住房城乡建设委,2015/8/12
房山区长阳站7号地西城区旧城保护定向安置房项目14#幼儿园、5号配套商业及配套公建楼、北区6号锅炉房工程,北京天恒康都房地产开发有限责任公司,北京城乡一建设工程有限责任公司,0609房竣2015(建)0054号,房山区住房城乡建设委,2015/8/12
热力管线,北京康尔森投资有限公司,北京城建亚泰建设集团有限公司,0036海竣2015(市政)0063号,海淀区住房城乡建设委,2015/8/12
房山区长阳站7号地西城区旧城保护定向安置房项目13#配套中小学工程,北京天恒康都房地产开发有限责任公司,北京八达岭金宸建筑有限公司,0608房竣2015(建)0053号,房山区住房城乡建设委,2015/8/12
综合体育馆(组团9),北京航空航天大学,中国建筑第八工程局有限公司,0607昌竣2015(建)0050号,昌平区住房城乡建设委,2015/8/12
"B43地块商业、商务办公楼,B43地块1号人防出入口,B43地块2号人防出入口,B43地块3号人防出入口,B43地块4、5号人防出入口（北京市平谷区平谷镇、王辛庄镇F2公建混合住宅用地、C2商业金融用地项目）",北京九源富春房地产开发有限公司,重庆市黄浦建设（集团）有限公司,0606平竣2015(建)0029号,平谷区住房城乡建设委,2015/8/11
B35地块地下车库等14项（北京市平谷区平谷镇、王辛庄镇F2公建混合住宅用地、C2商业金融用地项目）,北京九源富春房地产开发有限公司,重庆市黄浦建设（集团）有限公司,0605平竣2015(建)0028号,平谷区住房城乡建设委,2015/8/11
北京宣武衡器厂结构加固工程,北京景盛投资咨询有限公司,北京中海航建筑工程有限公司,0150西竣2015(装)0023号,西城区住房城市建设委,2015/8/11
桃园二期危改A12幼儿园(桃园二期危改A12幼儿园),北京西都地产发展有限公司,中铁十六局集团第四工程有限公司,0604西竣2015(建)0022号,西城区住房城市建设委,2015/8/11
6#科研楼等5项（北京朝来高科技产业园项目）,北京市朝阳来广营农工商实业总公司,北京百键开发建设有限公司,0603朝竣2015(建)0136号,朝阳区住房城乡建设委,2015/8/11
密云县观光塔住宅小区0702、1001地块二类居住用地项目1001地块S1#、S5#、S6#、S9#住宅楼、14#、15#配套楼工程,北京城建兴云房地产有限公司,北京城建八建设发展有限责任公司,0602密竣2015(建)0014号,密云县住房城乡建设委,2015/8/11
北京红都集团公司服装展示销售中心装修改造工程,北京红都集团公司,中国新兴建设开发总公司,0149东竣2015(装)0042号,东城区住房城市建设委,2015/8/10
北京交通大学科技创业大厦暨北京CBTC研发中心等3项工程15层精装修工程,北京交通大学,中铁建工集团有限公司,0148海竣2015(装)0062号,海淀区住房城乡建设委,2015/8/10
科研生产厂房（国际软件及服务外包产业园项目）,北京景海新时代软件开发有限公司,北京市通州台湖建筑公司,0601通竣2015(建)0063号,通州区住房城乡建设委,2015/8/10
西上园小区(东区)二期10#住宅楼18#机动车库19#配套设施等3项,北京通州房地产开发有限责任公司,北京华翔建筑工程有限公司,0600通竣2015(建)0062号,通州区住房城乡建设委,2015/8/10
石景雅居4号楼装修改造工程,北京石景新天置业有限公司,北京六建集团有限责任公司,0147石竣2015(装)0011号,石景山区住房城乡建设委,2015/8/7
鸟巢文化创意中心内部加层改造项目及鸟巢文化创意交流中心项目内部装修工程,国家体育场有限责任公司,北京城建集团有限责任公司,0599朝竣2015(建)0135号,朝阳区住房城乡建设委,2015/8/7
 飞维美地信息技术（北京）有限公司办公室装修,飞维美地信息技术（北京）有限公司,穆氏建筑设计(上海)有限公司,0146朝竣2015(装)0134号,朝阳区住房城乡建设委,2015/8/7
环球影画（北京）咨询有限公司室内装修工程,环球影画（北京）咨询有限公司,穆氏建筑设计(上海)有限公司,0145朝竣2015(装)0133号,朝阳区住房城乡建设委,2015/8/7
北京三里屯雅秀服装市场精装修改造工程,北京昆泰房地产开发集团有限公司,北京丽贝亚建筑装饰工程有限公司,0144朝竣2015(装)0132号,朝阳区住房城乡建设委,2015/8/7
北京鸿坤伟业房地产开发有限公司室内装修工程,北京鸿坤伟业房地产开发有限公司,北京亚瑞建筑工程设计有限公司,0143朝竣2015(装)0131号,朝阳区住房城乡建设委,2015/8/7
B34地块地下车库等15项（北京市平谷区平谷镇、王辛庄镇F2公建混合住宅用地、C2商业金融用地项目）,北京九源富春房地产开发有限公司,浙江省东阳第三建筑工程有限公司,0598平竣2015(建)0027号,平谷区住房城乡建设委,2015/8/7
商业办公楼(苏宁电器广场项目),北京京朝苏宁电器有限公司,中国建筑第八工程局有限公司,0597朝竣2015(建)0130号,朝阳区住房城乡建设委,2015/8/7
1号建筑教学主楼等14项（北京政法职业学院大兴校区改扩建工程）,北京政法职业学院,中国建筑一局（集团）有限公司,0596大竣2015(建)0072号,大兴区住房城乡建设委,2015/8/7
北京胜利混凝土建材有限公司库房内装修工程,北京双桥信泰文化发展有限公司,四川科志建设有限公司,0142朝竣2015(装)0129号,朝阳区住房城乡建设委,2015/8/7
G45#住宅楼,北京枫树置业有限公司,河北建设集团天辰建筑工程有限公司,0595昌竣2015(建)0049号,昌平区住房城乡建设委,2015/8/7
北京海关1#住宅楼等16项（北京海关职工住宅建设项目）,中华人民共和国北京海关,中国中铁航空港建设集团有限公司,0594经竣2015(建)0042号,经济技术开发区建设局,2015/8/6
东海花园二期7#地A1型酒店9#楼等98项（东海花园二期项目）,北京海港房地产开发有限公司,天元建设集团有限公司,0593通竣2015(建)0061号,通州区住房城乡建设委,2015/8/6
西上园小区(东区)二期4#、5#住宅楼17#机动车库等3项,北京通州房地产开发有限责任公司,北京华翔建筑工程有限公司,0592通竣2015(建)0060号,通州区住房城乡建设委,2015/8/6
西上园小区(东区)二期6#、7#、11#住宅楼等3项,北京通州房地产开发有限责任公司,北京华翔建筑工程有限公司,0591通竣2015(建)0059号,通州区住房城乡建设委,2015/8/6
综合教学楼等3项（朝阳区来广营乡土地储备地块B1-B3组团居住及商业金融项目）,北京方兴融创房地产开发有限公司,中国建筑第八工程局有限公司,0590朝竣2015(建)0128号,朝阳区住房城乡建设委,2015/8/6
12#住宅楼等7项（平谷区马坊镇B05-01、B05-02居住及社会停车场库项目)【3#公服楼、13#公服楼、16#公服楼、4#配电室、14#配电室、门卫1、门卫2】,北京新华联伟业房地产有限公司,湖南新华联建设工程有限公司,0589平竣2015(建)0026号,平谷区住房城乡建设委,2015/8/5
6#住宅楼等9项（平谷区马坊镇B05-01、B05-02居住及社会停车场库项目）(6-9#住宅楼、5#楼及4#人防出口),北京新华联伟业房地产有限公司,湖南新华联建设工程有限公司,0588平竣2015(建)0025号,平谷区住房城乡建设委,2015/8/5
（平谷区马坊镇B05-01、B05-02居住及社会停车场库项目）【10-12#住宅楼、1#地下车库、2#地下车库】,北京新华联伟业房地产有限公司,湖南新华联建设工程有限公司,0587平竣2015(建)0024号,平谷区住房城乡建设委,2015/8/5
檀州家园C4#住宅楼等12项,北京紫金长宁房地产开发有限责任公司,通州建总集团有限公司,0586密竣2015(建)0013号,密云县住房城乡建设委,2015/8/4
1#公租房及公共服务设施等2项（平谷区马坊镇B05-01、B05-02居住及社会停车场库）,北京新华联伟业房地产有限公司,湖南新华联建设工程有限公司,0585平竣2015(建)0023号,平谷区住房城乡建设委,2015/8/3
生产厂房及高架库等6项工程（北京同仁堂制药有限公司生产基地二期建设项目）,北京同仁堂制药有限公司,北京建工一建工程建设有限公司,0584大竣2015(建)0071号,大兴区住房城乡建设委,2015/8/3
"榆平路（通和街-今荣大街）、榆纬四路（通和街-今荣大街）道路、排水、再生水、燃气、电力工程		",北京兴展盛业投资有限公司,北京市市政六建设工程有限公司,0035大竣2015(市政)0070号,大兴区住房城乡建设委,2015/8/3
1#楼（工业厂房）等14项（新材料研发及产业化项目）,北京高端制造业基地投资开发有限公司,中国建筑一局(集团)有限公司,0583房竣2015(建)0052号,房山区住房城乡建设委,2015/8/3
门头沟永定镇居住及F1住宅混合公建中低价位、中小套型普通商品房项目二期（MC20-045地块2-1）,中铁房地产集团北京顺捷金海置业有限公司,中铁城建集团北京工程有限公司,0582门竣2015(建)0019号,门头沟区住房城乡建设委,2015/7/31
门头沟区龙泉镇F1住宅混合公建项目,北京鹏辉房地产开发有限公司,金坛建工集团有限公司,0581门竣2015(建)0018号,门头沟区住房城乡建设委,2015/7/31
门头沟永定镇居住及F1住宅混合公建中低价位、中小套型普通商品房项目二期（MC20-045地块2-2）,中铁房地产集团北京顺捷金海置业有限公司,中铁城建集团北京工程有限公司,0580门竣2015(建)0017号,门头沟区住房城乡建设委,2015/7/31
1#生产车间等六项,北京中瑞宏宇建筑工程有限公司,北京顺鑫天宇建设工程有限公司,0579顺竣2015(建)0067号,顺义区住房城乡建设委,2015/7/31
办公楼装修扩建,北京市通州富新工贸有限公司,中建一局集团建设发展有限公司,0578通竣2015(建)0058号,通州区住房城乡建设委,2015/7/31
1#厂房,利丰雅高包装印刷（北京）有限公司,中国新兴建设开发总公司,0577通竣2015(建)0057号,通州区住房城乡建设委,2015/7/31
厂房、分捡中心、油墨库、门房、消防泵房等5项,利丰雅高包装印刷（北京）有限公司,中国新兴建设开发总公司,0576通竣2015(建)0056号,通州区住房城乡建设委,2015/7/31
612-1#回迁住宅楼等10项（丰台区南苑乡石榴庄村回迁安置房（二期）项目,北京金瑞通房地产开发有限公司,北京城建北方建设有限责任公司,0575丰竣2015(建)0061号,丰台区住房城乡建设委,2015/7/31
611-1#回迁住宅楼等9项（丰台区南苑乡石榴庄村回迁安置房（二期）项目）,北京金瑞通房地产开发有限公司,北京城建亚泰建设集团有限公司,0574丰竣2015(建)0060号,丰台区住房城乡建设委,2015/7/31
装配车间（北京元陆鸿远生产基地建设项目）,北京元陆鸿远电子技术有限公司,北京丰茂华建筑有限公司,0573大竣2015(建)0069号,大兴区住房城乡建设委,2015/7/31
B42地块1号酒店等4项（北京市平谷区平谷镇、王辛庄镇F2公建混合住宅用地、C2商业金融用地项目）,北京九源富春房地产开发有限公司,北京金通远建筑工程公司,0572平竣2015(建)0022号,平谷区住房城乡建设委,2015/7/31
北京展览馆报告厅改造工程,北京展览馆,中航长江建设工程有限公司,0141西竣2015(装)0021号,西城区住房城市建设委,2015/7/29
管庄乡新村一期工程（B11区）配套(管庄乡新村一期农民安置回迁住宅）,北京顺长房地产开发有限公司,北京金通远建筑工程公司,0571朝竣2015(建)0127号,朝阳区住房城乡建设委,2015/7/28
1#研发楼等2项（中关村科技园区电子城西区望京研发创新基地B12一期项目）,北京中关村电子城建设有限公司,北京市朝阳田华建筑集团公司,0570朝竣2015(建)0126号,朝阳区住房城乡建设委,2015/7/28
中国光大银行北京分行双井桥支行装修项目,中国光大银行股份有限公司北京分行,北京金丰环球建筑装饰有限公司,0140朝竣2015(装)0125号,朝阳区住房城乡建设委,2015/7/28
美国佳利律师事务所驻北京代表处办公室装饰工程,美国佳利律师事务所驻北京代表处,北京一工建筑装饰工程有限公司,0139朝竣2015(装)0124号,朝阳区住房城乡建设委,2015/7/28
生产厂房二及研发中心（二次招标）（智飞绿竹）,北京智飞绿竹生物制药有限公司,北京市第三建筑工程有限公司、河北建设集团有限公司,0569经竣2015(建)0041号,经济技术开发区建设局,2015/7/28
西马场二号路道路及排水工程,北京翰达金晟置业有限公司,北京市宏达建设工程有限责任公司,0034丰竣2015(市政)0059号,丰台区住房城乡建设委,2015/7/28
总装车间扩建工程等4项（北京现代汽车有限公司第三生产厂区二期建设项目）(车身车间扩建工程、冲压车间扩建工程),北京现代汽车有限公司,中国建筑第八工程局有限公司,0568顺竣2015(建)0066号,顺义区住房城乡建设委,2015/7/27
总装车间扩建工程等4项（北京现代汽车有限公司第三生产厂区二期建设项目）(总装车间扩建工程、涂装车间扩建工程),北京现代汽车有限公司,北京建工集团有限责任公司,0567顺竣2015(建)0065号,顺义区住房城乡建设委,2015/7/27
南区A1型办公楼等14项（大兴区庞各庄镇PGZ01-12地块商业金融用地项目）二期工程,北京龙熙丽景房地产开发有限公司,北京城建亚泰建设集团有限公司,0566大竣2015(建)0068号,大兴区住房城乡建设委,2015/7/27
大兴区康庄限价商品住房(二期)C区市场楼,北京市大兴城镇建设综合开发集团有限公司,天元建设集团有限公司,0565大竣2015(建)0067号,大兴区住房城乡建设委,2015/7/27
大兴区康庄限价商品住房(二期)B区商业楼,北京市大兴城镇建设综合开发集团有限公司,中国新兴保信建设总公司,0564大竣2015(建)0066号,大兴区住房城乡建设委,2015/7/27
外挂电梯（育新花园小区70号楼加建外挂电梯项目）,北京高校房地产开发总公司,北京丽贝亚建筑装饰工程有限公司,0563海竣2015(建)0061号,海淀区住房城乡建设委,2015/7/27
康庄两限房（二期）A区1#、2#商业楼,北京市大兴城镇建设综合开发集团公司,天元建设集团有限公司,0562大竣2015(建)0065号,大兴区住房城乡建设委,2015/7/27
"生产厂房（生产车间）		",首瑞（北京）投资管理集团有限公司,江苏顺通建设集团有限公司,0561大竣2015(建)0064号,大兴区住房城乡建设委,2015/7/27
北京广播大厦6层主楼内装修工程,北京广播大厦管理有限责任公司,北京首华建设经营有限公司,0138朝竣2015(装)0123号,朝阳区住房城乡建设委,2015/7/27
医疗综合楼（A座）、门诊服务楼（B座）,北京法政实业集团有限公司,北京法政建筑工程有限公司,0560昌竣2015(建)0048号,昌平区住房城乡建设委,2015/7/27
1#北京石油机械厂联合厂房等8项(中国石油科研成果转化基地项目), 中石油（北京）科技开发有限公司, 上海建工七建集团有限公司,0559昌竣2015(建)0047号,昌平区住房城乡建设委,2015/7/27
1#楼等4项（房山区拱辰街道办事处05-12-2、05-13-09、05-13-02等地块商业金融、二类居住、文化娱乐用地（配建限价商品住房）项目）,北京良誉房地产开发有限公司,中国新兴建设开发总公司,0558房竣2015(建)0051号,房山区住房城乡建设委,2015/7/24
S12商业楼等9项、地下室（顺义区后沙峪吉祥庄C-06地块商业金融、居住项目）,中粮地产投资（北京）有限公司,中建三局建设工程股份有限公司,0557顺竣2015(建)0064号,顺义区住房城乡建设委,2015/7/24
环球金融中心西座16层07-12室内装修工程,支付宝（中国）网络技术有限公司,北京中建科贝装饰工程有限公司,0137朝竣2015(装)0122号,朝阳区住房城乡建设委,2015/7/23
养老居住楼等6项（北京市南城养老院建设工程）,北京市民政局,北京住总第六开发建设有限公司,0556大竣2015(建)0063号,大兴区住房城乡建设委,2015/7/23
丰台区长辛店北部居住区一期（南区）B57-1#住宅楼等5项及B45-10#开闭站,北京万年基业房地产开发有限公司,中铁电气化局集团北京建筑工程有限公司,0555丰竣2015(建)0058号,丰台区住房城乡建设委,2015/7/23
1#楼办公（办公、商业）（丰台区石榴庄住宅小区项目）,北京石榴房地产开发有限公司,江苏中南建筑产业集团有限责任公司,0554丰竣2015(建)0057号,丰台区住房城乡建设委,2015/7/23
丰益桥、东管头桥桥区积水治理工程（西南三环雨水泵站升级改造工程）,北京城市排水集团有限责任公司,北京城建集团有限责任公司,0033丰竣2015(市政)0056号,丰台区住房城乡建设委,2015/7/22
丰台大桥雨水泵站升级改造工程,北京城市排水集团有限责任公司,北京城建集团有限责任公司,0032丰竣2015(市政)0055号,丰台区住房城乡建设委,2015/7/22
双营雨水泵站改造工程,北京城市排水集团有限责任公司,北京城建集团有限责任公司,0031丰竣2015(市政)0054号,丰台区住房城乡建设委,2015/7/22
左安门雨水泵站改造管线工程,北京城市排水集团有限责任公司,北京城建集团有限责任公司,0030丰竣2015(市政)0053号,丰台区住房城乡建设委,2015/7/22
木樨园雨水泵站升级改造工程,北京城市排水集团有限责任公司,北京城建集团有限责任公司,0029丰竣2015(市政)0052号,丰台区住房城乡建设委,2015/7/22
殡葬业务综合服务楼,北京市回民殡葬管理处,北京昊海建设有限公司,0553丰竣2015(建)0051号,丰台区住房城乡建设委,2015/7/22
生产车间（亦庄新城实业公司厂房项目）,北京亦庄新城实业有限公司,中建一局集团第二建筑有限公司,0552经竣2015(建)0040号,经济技术开发区建设局,2015/7/22
公共实验楼（组团3）（沙河校区公共实验楼（组团3））,北京航空航天大学,北京住总集团有限责任公司,0551昌竣2015(建)0046号,昌平区住房城乡建设委,2015/7/21
"榆经三街（榆纬四路-榆泰路）、榆纬一路（通和街-今荣大街）道路、给水、排水、再生水、燃气、电力、桥梁工程	",北京兴展盛业投资有限公司,北京市市政四建设工程有限责任公司,0028大竣2015(市政)0062号,大兴区住房城乡建设委,2015/7/21
1#总部办公楼等10项,北京富兴金地置业有限公司,江苏南通三建集团有限公司,0550经竣2015(建)0039号,经济技术开发区建设局,2015/7/21
生产厂房及办公用房（生产基地）,北京华医圣杰科技有限公司,北京建工集团有限责任公司,0549大竣2015(建)0061号,大兴区住房城乡建设委,2015/7/21
海淀区西三旗建材城危改项目二期（配建公共租赁住房）项目18#住宅楼等2项（海淀区西三旗建材城危改项目二期（配建公共租赁住房）项目）,北京金隅程远房地产开发有限公司,国都建设(集团）有限公司,0548海竣2015(建)0060号,海淀区住房城乡建设委,2015/7/21
延庆县中小学校舍安全工程平房翻建（二）,延庆县教育委员会,北京朝林建设集团有限公司,0547延竣2015(建)0017号,延庆县住房城乡建设委,2015/7/21
迈克尔高司北京华贸旗舰店内装修工程,迈克尔高司商贸（上海）有限公司,康新(中国）设计工程股份有限公司,0136朝竣2015(装)0121号,朝阳区住房城乡建设委,2015/7/20
高可靠元器件测试中心净化改造工程,中国科学院微电子研究所,陕西中电精泰电子工程有限公司,0135朝竣2015(装)0120号,朝阳区住房城乡建设委,2015/7/20
8#住宅楼（朝阳区管庄北二里住宅及公建项目）,北京信远置业有限公司,中国建筑一局（集团）有限公司,0546朝竣2015(建)0119号,朝阳区住房城乡建设委,2015/7/20
温泉镇D25地块A1住宅楼等十项、D28地块D1-1商业楼等四项,北京世纪正源房地产开发有限公司,大连中申建筑安装工程有限公司,0545海竣2015(建)0059号,海淀区住房城乡建设委,2015/7/20
生产厂房等6项,华延芯光（北京）科技有限公司,河北省第四建筑工程有限公司,0544经竣2015(建)0038号,经济技术开发区建设局,2015/7/17
1-8#车间等8项（工业厂房及配套设施项目）,北京德福堂生物科技有限公司,北京华翔建筑工程有限公司,0543通竣2015(建)0055号,通州区住房城乡建设委,2015/7/16
翻改建业务办公、会议、食堂、职工文体活动用房、车库为一体的综合用房（业务办公、会议、食堂、职工文体活动用房、车库为一体的综合用房）,北京医药通州医药公司,北京市张家湾建筑有限公司,0542通竣2015(建)0054号,通州区住房城乡建设委,2015/7/16
中能润邦科技(北京)有限公司2#车间、检测实验车间等2项,中能润邦科技(北京)有限公司,黑龙江省建工集团有限责任公司,0541通竣2015(建)0053号,通州区住房城乡建设委,2015/7/16
锅炉房（北京协和药厂锅炉房工程建设项目）,北京协和药厂,中建一局集团第二建筑有限公司,0540大竣2015(建)0060号,大兴区住房城乡建设委,2015/7/16
27#住宅楼等13项（朝阳区新星花园二期、三期）,北京诚通华亿房地产有限公司,北京诚通新新建设有限公司,0539朝竣2015(建)0118号,朝阳区住房城乡建设委,2015/7/16
土交学院教学办公实验楼等3项（北京建筑工程学院大兴新校区）（土交学院教学办公实验楼、测绘学院教学办公实验楼）,北京建筑工程学院,中国新兴建设开发总公司,0538大竣2015(建)0059号,大兴区住房城乡建设委,2015/7/16
中国工商银行北京九龙山支行富力城网点支行装修改造项目,中国工商银行股份有限公司北京九龙山支行,北京爱地鑫装饰艺术有限责任公司,0134朝竣2015(装)0117号,朝阳区住房城乡建设委,2015/7/16
北京财富中心三期写字楼汇金信达项目内部装修工程,汇金信达国际投资基金（北京）有限公司,北京市日盛达建筑企业集团有限公司,0133朝竣2015(装)0116号,朝阳区住房城乡建设委,2015/7/16
B-6#住宅（公租房）等4项（朝阳区管庄北二里住宅及公建项目）,北京信远置业有限公司,江苏省苏中建设集团股份有限公司,0537朝竣2015(建)0115号,朝阳区住房城乡建设委,2015/7/16
A-3#住宅楼等3项（房山区房山新城良乡组团10-01-08等地块（理工大学2号地）二类居住用地项目）,北京城建兴泰房地产开发有限公司,北京城建六建设集团有限公司,0536房竣2015(建)0050号,房山区住房城乡建设委,2015/7/16
联合车间等2项,北京良乡经济开发区实业总公司,江苏省苏中建设集团股份有限公司,0535房竣2015(建)0049号,房山区住房城乡建设委,2015/7/16
北京信德京汇中心商业项目办公楼办公区内精装修工程,北京万国城酒店运营管理有限公司,怡富装饰(北京)有限公司,0132东竣2015(装)0041号,东城区住房城市建设委,2015/7/16
总部基地业务管理中心等5项,中国民生银行股份有限公司,北京建工集团有限责任公司,0534顺竣2015(建)0063号,顺义区住房城乡建设委,2015/7/16
社区服务中心养老服务设施装修工程,北京市朝阳区社区服务中心,北京中建华腾装饰工程有限公司,0131朝竣2015(装)0114号,朝阳区住房城乡建设委,2015/7/15
三元桥凤凰商街梧桐湘爱餐厅装修工程,北京梧桐心愿餐饮管理有限公司,深圳洲际建筑装饰集团有限公司,0130朝竣2015(装)0113号,朝阳区住房城乡建设委,2015/7/15
B地块文化娱乐项目等2项（朝阳区东坝非配套公建项目）,北京金隅朝新天地置业有限公司,北京韩建集团有限公司,0533朝竣2015(建)0112号,朝阳区住房城乡建设委,2015/7/15
剧场及配套服务用房（北京天桥演艺区南区公建项目）,北京正光房地产开发有限公司,中建二局第三建筑工程有限公司,0532西竣2015(建)0020号,西城区住房城市建设委,2015/7/14
北京新光天地4F装修工程,华联新光百货（北京）有限公司,中建三局装饰有限公司,0129朝竣2015(装)0111号,朝阳区住房城乡建设委,2015/7/14
C6#住宅楼等77项,北京枫树置业有限公司,河北建设集团天辰建筑工程有限公司,0531昌竣2015(建)0045号,昌平区住房城乡建设委,2015/7/14
6-3#住宅楼等8项、6-10#住宅楼等2项（房山区长阳镇01-08-03、01-11-04等地块居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局(集团)有限公司,0530房竣2015(建)0048号,房山区住房城乡建设委,2015/7/14
6-3#住宅楼等8项、6-10#住宅楼等2项（房山区长阳镇01-08-03、01-11-04等地块居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局(集团)有限公司,0529房竣2015(建)0047号,房山区住房城乡建设委,2015/7/14
3-4#住宅楼(商品房)等2项(房山区长阳镇01-08-03、01-11-04等地块居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局(集团)有限公司,0528房竣2015(建)0046号,房山区住房城乡建设委,2015/7/14
2#商务办公楼等5项（2#商务办公楼、3#商务办公楼、4#商业楼、9#商务办公楼）、4-1#商业楼（房山区长阳镇01-08-03、01-11-04等地块居住、商业金融用地项目）,北京创誉房地产开发有限公司,中国建筑一局(集团)有限公司,0527房竣2015(建)0045号,房山区住房城乡建设委,2015/7/14
中航技易发研发办公楼D座等16项一标段（研发办公楼A座、研发办公楼B座、研发办公楼C座、裙房1（含展厅及商业）、裙房2（商业）、地下库房、设备用房及附属设施I区段、人防出入口2、人防出入口3）,中航技易发投资有限公司,中国建筑第八工程局有限公司,0526经竣2015(建)0037号,经济技术开发区建设局,2015/7/14
教育配套设施用房（北京市顺义区第八中学校舍翻建项目）,北京市顺义区第八中学,北京大龙顺发建筑工程有限公司,0525顺竣2015(建)0062号,顺义区住房城乡建设委,2015/7/14
西客站南广场综合商业楼（美食街）改建项目,北京中实侨信房地产开发有限公司,河北建工集团有限责任公司,0524丰竣2015(建)0050号,丰台区住房城乡建设委,2015/7/13
北京协和医院院区医疗条件改善项目—内科楼一段1、2、3层改造工程,中国医学科学院北京协和医院,江苏省国立建设发展有限公司,0128市竣2015(装)0015号,市住房城乡建设委,2015/7/13
科研楼（主楼）等2项,中国核科技信息与经济研究院,中地长泰建设有限公司,0127海竣2015(装)0058号,海淀区住房城乡建设委,2015/7/13
